raw_sheet	family	grid	cells	plate	cut_names_in_cell_order	objects_seen_in_reading_order
raw/env_outpost_defense.png	env	1x1	1	False	env_outpost_defense	spherical defense turret
raw/env_outpost_mining.png	env	1x1	1	False	env_outpost_mining	mining outpost drill
raw/env_outpost_relay.png	env	1x1	1	False	env_outpost_relay	tall relay tower
raw/env_outpost_repair.png	env	1x1	1	False	env_outpost_repair	repair outpost structure
raw/env_pickup.png	env	2x3	6	False	env_pickup_bonus_box | env_pickup_repair_pod | env_pickup_shield_pod | env_pickup_speed_pod | env_pickup_ammo_pod | env_pickup_ore_pod	crate with x panel | toolbox with wrench | round reactor hatch | torpedo fuel canister | cylindrical hanging tank | riveted banded crate
raw/env_planet_moon.png	env	1x1	1	False	env_planet_moon	dark cratered moon
raw/env_prop.png	env	3x2	6	False	env_prop_hull_nose | env_prop_hull_mid | env_prop_hull_stern | env_prop_plate_section | env_prop_drive_core | env_prop_rib_cluster	broken hull section | cargo module wreck | twin engine debris | torn metal panel | smashed cylindrical core | bent structural ribs
raw/env_sector_1_bg.png	env	1x1	1	True	env_sector_1_bg	starry space backdrop
raw/env_sector_2_bg.png	env	1x1	1	True	env_sector_2_bg	starfield nebula backdrop
raw/env_sector_3_bg.png	env	1x1	1	True	env_sector_3_bg	deep space backdrop
raw/env_sector_4_bg.png	env	1x1	1	True	env_sector_4_bg	dark nebula starfield
raw/env_sector_5_bg.png	env	1x1	1	True	env_sector_5_bg	rocky cave tunnel
raw/env_sector_6_bg.png	env	1x1	1	True	env_sector_6_bg	dark space backdrop
raw/env_sector_7_bg.png	env	1x1	1	True	env_sector_7_bg	starfield nebula backdrop
raw/env_stars_layer1.png	env	1x1	1	True	env_stars_layer1	starfield layer
raw/env_stars_layer2.png	env	1x1	1	True	env_stars_layer2	dark blue cloud texture
raw/env_stars_layer3.png	env	1x1	1	True	env_stars_layer3	starfield background layer
raw/env_station.png	env	1x1	1	False	env_station	circular armed space station
raw/env_station_mmo.png	env	1x1	1	False	env_station_mmo	modular orbital space station
raw/env_station_ruined.png	env	1x1	1	False	env_station_ruined	ruined ring station
raw/env_wreck_hulk.png	env	1x1	1	False	env_wreck_hulk	wrecked ship hull
raw/f1_ice_moon.png	env	1x1	1	False	env_sheet_1x1_20260918_123247	cratered icy moon
raw/mining-base-structure-a-station-scale-i.png	env	1x1	1	True	env_sheet_1x1_20260917_225351	central mining station
raw/seamless-repeating-pattern-wallpaper-tex.png	env	1x1	1	True	env_sheet_1x1_20260917_184059	starfield background
raw/seamless-tileable-foreground-dust-layer.png	env	1x1	1	True	env_sheet_1x1_20260917_183347	large damaged spaceship
raw/seamless-tileable-starfield-layer-a-fla.png	env	1x1	1	True	env_sheet_1x1_20260917_183242	weathered combat starship
raw/seamless-tileable-void-haze-layer-soft.png	env	1x1	1	True	env_sheet_1x1_20260917_183315	large central battleship | top right heavy cruiser | top center escort ship | bottom left light cruiser | center small escort | bottom center small escort | top left small escort | right small escort | bottom right tiny escort
raw/seamless-tileable-void-haze-texture-abs.png	env	1x1	1	True	env_sheet_1x1_20260917_183847	weathered grey battlecruiser
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111724.png	env	1x1	1	True	env_sheet_1x1_20260918_111724	space station frame
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111829.png	env	1x1	1	True	env_sheet_1x1_20260918_111829	asteroid field debris
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111927.png	env	1x1	1	True	env_sheet_1x1_20260918_111927	dark nebula cloud
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-112053.png	env	1x1	1	True	env_sheet_1x1_20260918_112053	space debris wreckage
raw/4-frame-horizontal-sprite-sheet-of-a-wea.png	fx	4x1	4	False	fx_sheet_4x1_20260917_183223__p01 | fx_sheet_4x1_20260917_183223__p02 | fx_sheet_4x1_20260917_183223__p03 | fx_sheet_4x1_20260917_183223__p04	pistol muzzle flash | pistol fire burst | pistol smoke burst | pistol smoke fade
raw/full-screen-vignette-burnt-ember-c8461.png	fx	1x1	1	True	fx_sheet_1x1_20260917_183734	fortified space battleship
raw/fx_anomaly_grave_glow.png	fx	1x1	1	False	fx_anomaly_grave_glow	grave glow anomaly
raw/fx_anomaly_rift.png	fx	1x1	1	False	fx_anomaly_rift	vertical glowing anomaly rift
raw/fx_anomaly_shimmer.png	fx	1x1	1	False	fx_anomaly_shimmer	dark shimmering ring
raw/fx_cargo_pulse.png	fx	1x1	1	False	fx_cargo_pulse	orange fire ring
raw/fx_ember_pulse.png	fx	1x1	1	False	fx_ember_pulse	glowing ember sphere
raw/fx_emp_arc.png	fx	1x1	1	False	fx_emp_arc	orange emp electric burst
raw/fx_engine_trail.png	fx	1x1	1	False	fx_engine_trail	orange engine trail
raw/fx_explosion.png	fx	1x1	1	False	fx_explosion	orange fireball explosion | red fireball burst | black smoke explosion | dark debris burst | black shrapnel burst | scattered debris blast
raw/fx_hull_critical_vignette.png	fx	1x1	1	True	fx_hull_critical_vignette	fiery frame vignette
raw/fx_jump_portal.png	fx	1x1	1	False	fx_jump_portal	orange jump portal
raw/fx_laser_bolt.png	fx	1x1	1	False	fx_laser_bolt	thin fire beam | thick fire bolt
raw/fx_mining_beam.png	fx	1x1	1	False	fx_mining_beam	bright orange burst | dimming orange burst | faint scattered sparks
raw/fx_missile_trail.png	fx	1x1	1	False	fx_missile_trail	bright launch flare | billowing smoke burst | dissipating smoky trail | faint smoke wisp
raw/fx_muzzle_flash.png	fx	1x1	1	False	fx_muzzle_flash	bright sparks burst | orange fireball | fire smoke mix | dark smoke puff
raw/fx_repair_pulse.png	fx	1x1	1	False	fx_repair_pulse	glowing repair pulse ring
raw/fx_secondary_explosion.png	fx	1x1	1	False	fx_secondary_explosion	small orange burst | large fiery explosion | smoke debris burst | fading smoke wisp
raw/fx_shield_break.png	fx	1x1	1	False	fx_shield_break	impact starburst flash | fragmenting shield pieces | dispersing ring debris | faint circular outline
raw/fx_shield_ripple.png	fx	1x1	1	False	fx_shield_ripple	circular shield ripple
raw/fx_tractor_beam.png	fx	1x1	1	False	fx_tractor_beam	orange tractor beam
raw/single-small-energy-ring-burnt-ember-c__20260917-183628.png	fx	1x1	1	False	fx_sheet_1x1_20260917_183628	burnt ember energy ring
raw/single-small-energy-ring-burnt-ember-c__20260917-184216.png	fx	1x1	1	False	fx_sheet_1x1_20260917_184216	burnt ember energy ring
raw/single-thin-horizontal-ember-streak-bur.png	fx	1x1	1	False	fx_sheet_1x1_20260917_183334	weathered spaceship ember exhaust
raw/small-radial-ember-glow-orb-soft-radial.png	fx	1x1	1	False	fx_sheet_1x1_20260917_183824	heavy industrial spaceship
raw/flat-vector-icon-sheet-2x2-grid-icons.png	icons	2x2	4	False	icon_sheet_2x2_20260918_112946__p01 | icon_sheet_2x2_20260918_112946__p02 | icon_sheet_2x2_20260918_112946__p03 | icon_sheet_2x2_20260918_112946__p04	vault door icon | shield icon | circle slash icon
raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110409.png	icons	3x3	9	False	icon_sheet_3x3_20260918_110409__p01 | icon_sheet_3x3_20260918_110409__p02 | icon_sheet_3x3_20260918_110409__p03 | icon_sheet_3x3_20260918_110409__p04 | icon_sheet_3x3_20260918_110409__p05 | icon_sheet_3x3_20260918_110409__p06 | icon_sheet_3x3_20260918_110409__p07 | icon_sheet_3x3_20260918_110409__p08 | icon_sheet_3x3_20260918_110409__p09	double barreled cannon | gripper claw device | thin arched handle | thick arched handle | glowing arched handle | square metal plate | riveted side panel | lattice patterned plate | glowing coil module
raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110458.png	icons	3x3	9	False	icon_sheet_3x3_20260918_110458__p01 | icon_sheet_3x3_20260918_110458__p02 | icon_sheet_3x3_20260918_110458__p03 | icon_sheet_3x3_20260918_110458__p04 | icon_sheet_3x3_20260918_110458__p05 | icon_sheet_3x3_20260918_110458__p06 | icon_sheet_3x3_20260918_110458__p07 | icon_sheet_3x3_20260918_110458__p08 | icon_sheet_3x3_20260918_110458__p09	vented power block | octagonal armored plate | rusty cone lamp | double winged lamp | clawed cone lamp | chevron vent block | arrow direction plaque | crosshair targeting plaque | dish antenna device
raw/flat-vector-icon-sheet-3x3-grid-icons__20260918-110547.png	icons	3x3	9	False	icon_sheet_3x3_20260918_110547__p01 | icon_sheet_3x3_20260918_110547__p02 | icon_sheet_3x3_20260918_110547__p03 | icon_sheet_3x3_20260918_110547__p04 | icon_sheet_3x3_20260918_110547__p05 | icon_sheet_3x3_20260918_110547__p06 | icon_sheet_3x3_20260918_110547__p07 | icon_sheet_3x3_20260918_110547__p08 | icon_sheet_3x3_20260918_110547__p09	sensor targeting modules | thruster engine block | armored node panel | open metal crate | robotic claw arm | hopper funnel unit | hangar fighter bay | exhaust thruster nozzle | vertical storage containers
raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110642.png	icons	4x2	8	False	icon_sheet_4x2_20260918_110642__p01 | icon_sheet_4x2_20260918_110642__p02 | icon_sheet_4x2_20260918_110642__p03 | icon_sheet_4x2_20260918_110642__p04 | icon_sheet_4x2_20260918_110642__p05 | icon_sheet_4x2_20260918_110642__p06 | icon_sheet_4x2_20260918_110642__p07 | icon_sheet_4x2_20260918_110642__p08	trapezoid vent panel | glowing vertical core | circular ring hatch | arched glowing vent | angled armor plates | square circuit panel | chevron marked hatch | octagonal frame hatch
raw/flat-vector-icon-sheet-4x2-grid-icons__20260918-110921.png	icons	4x2	8	False	icon_sheet_4x2_20260918_110921__p01 | icon_sheet_4x2_20260918_110921__p02 | icon_sheet_4x2_20260918_110921__p03 | icon_sheet_4x2_20260918_110921__p04 | icon_sheet_4x2_20260918_110921__p05 | icon_sheet_4x2_20260918_110921__p06 | icon_sheet_4x2_20260918_110921__p07 | icon_sheet_4x2_20260918_110921__p08	vented trapezoid thruster | orange lined reactor | claw ring coupling | orange arc gauge | stacked metal plates | square circuit block | chevron armor plate | octagonal bracket frame
raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110236.png	icons	5x4	20	False	icon_sheet_5x4_20260918_110236__p01 | icon_sheet_5x4_20260918_110236__p02 | icon_sheet_5x4_20260918_110236__p03 | icon_sheet_5x4_20260918_110236__p04 | icon_sheet_5x4_20260918_110236__p05 | icon_sheet_5x4_20260918_110236__p06 | icon_sheet_5x4_20260918_110236__p07 | icon_sheet_5x4_20260918_110236__p08 | icon_sheet_5x4_20260918_110236__p09 | icon_sheet_5x4_20260918_110236__p10 | icon_sheet_5x4_20260918_110236__p11 | icon_sheet_5x4_20260918_110236__p12 | icon_sheet_5x4_20260918_110236__p13 | icon_sheet_5x4_20260918_110236__p14 | icon_sheet_5x4_20260918_110236__p15 | icon_sheet_5x4_20260918_110236__p16 | icon_sheet_5x4_20260918_110236__p17 | icon_sheet_5x4_20260918_110236__p18 | icon_sheet_5x4_20260918_110236__p19 | icon_sheet_5x4_20260918_110236__p20	dark jagged boulder | rusty fractured rock | thin sharp shard | flat angular slab | layered dark stone | faceted dark crystal | embedded metal rock | chunky dark rock | cubic rusty block | crystal cluster rock | golden porous rock | stacked flat stones | rock with gem | spiky mineral formation | flat topped rock | striped dark mineral | cracked glowing rock | smooth clear shard | orange veined rock | spiked metal rock
raw/flat-vector-icon-sheet-5x4-grid-icons__20260918-110318.png	icons	5x4	20	False	icon_sheet_5x4_20260918_110318__p01 | icon_sheet_5x4_20260918_110318__p02 | icon_sheet_5x4_20260918_110318__p03 | icon_sheet_5x4_20260918_110318__p04 | icon_sheet_5x4_20260918_110318__p05 | icon_sheet_5x4_20260918_110318__p06 | icon_sheet_5x4_20260918_110318__p07 | icon_sheet_5x4_20260918_110318__p08 | icon_sheet_5x4_20260918_110318__p09 | icon_sheet_5x4_20260918_110318__p10 | icon_sheet_5x4_20260918_110318__p11 | icon_sheet_5x4_20260918_110318__p12 | icon_sheet_5x4_20260918_110318__p13 | icon_sheet_5x4_20260918_110318__p14 | icon_sheet_5x4_20260918_110318__p15 | icon_sheet_5x4_20260918_110318__p16 | icon_sheet_5x4_20260918_110318__p17 | icon_sheet_5x4_20260918_110318__p18 | icon_sheet_5x4_20260918_110318__p19 | icon_sheet_5x4_20260918_110318__p20	angled metal block | rusty grooved bar | tapered metal wedge | stepped metal block | beveled metal ingot | slotted metal block | rounded metal brick | stepped angled bar | square notched block | ridged rectangular bar | drilled metal bar | double grooved block | x scored block | split end bar | grooved rounded bar | perforated metal block | double ridged bar | u channel bar | hollow metal pipe | broken jagged shard
raw/flat-vector-icon-sheet-for-a-dark-sci-fi.png	icons	2x3	6	False	icon_sheet_2x3_20260917_183109__p01 | icon_sheet_2x3_20260917_183109__p02 | icon_sheet_2x3_20260917_183109__p03 | icon_sheet_2x3_20260917_183109__p04 | icon_sheet_2x3_20260917_183109__p05 | icon_sheet_2x3_20260917_183109__p06	glowing barrel weapon | angled pipe weapon | pointed rocket missile | spiked naval mine | ringed glowing device
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111044.png	icons	4x2	8	False	icon_sheet_4x2_20260918_111044__p01 | icon_sheet_4x2_20260918_111044__p02 | icon_sheet_4x2_20260918_111044__p03 | icon_sheet_4x2_20260918_111044__p04 | icon_sheet_4x2_20260918_111044__p05 | icon_sheet_4x2_20260918_111044__p06 | icon_sheet_4x2_20260918_111044__p07 | icon_sheet_4x2_20260918_111044__p08	trapezoid cup module | barred rectangular module | open clamp module | dome arch module | stacked plate layers | diamond box module | chevron engine module | buckled crate module
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111327.png	icons	3x3	9	False	icon_sheet_3x3_20260918_111327__p01 | icon_sheet_3x3_20260918_111327__p02 | icon_sheet_3x3_20260918_111327__p03 | icon_sheet_3x3_20260918_111327__p04 | icon_sheet_3x3_20260918_111327__p05 | icon_sheet_3x3_20260918_111327__p06 | icon_sheet_3x3_20260918_111327__p07 | icon_sheet_3x3_20260918_111327__p08 | icon_sheet_3x3_20260918_111327__p09	engine nozzle connector | gripper arm device | simple arch handle | double arch handle | small ribbed arch | rounded rectangular panel | long dotted vent panel | diagonal cross hatch panel | vertical grilled radiator block
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	icons	3x3	9	False	icon_sheet_3x3_20260918_111411__p01 | icon_sheet_3x3_20260918_111411__p02 | icon_sheet_3x3_20260918_111411__p03 | icon_sheet_3x3_20260918_111411__p04 | icon_sheet_3x3_20260918_111411__p05 | icon_sheet_3x3_20260918_111411__p06 | icon_sheet_3x3_20260918_111411__p07 | icon_sheet_3x3_20260918_111411__p08 | icon_sheet_3x3_20260918_111411__p09	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	icons	3x3	9	False	icon_sheet_3x3_20260918_111450__p01 | icon_sheet_3x3_20260918_111450__p02 | icon_sheet_3x3_20260918_111450__p03 | icon_sheet_3x3_20260918_111450__p04 | icon_sheet_3x3_20260918_111450__p05 | icon_sheet_3x3_20260918_111450__p06 | icon_sheet_3x3_20260918_111450__p07 | icon_sheet_3x3_20260918_111450__p08 | icon_sheet_3x3_20260918_111450__p09	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
raw/grimdark-painted-sci-fi-semi-realistic__20260918-113357.png	icons	2x2	4	False	icon_sheet_2x2_20260918_113357__p01 | icon_sheet_2x2_20260918_113357__p02 | icon_sheet_2x2_20260918_113357__p03 | icon_sheet_2x2_20260918_113357__p04	book manual icon | shield emblem icon | power button icon
raw/grimdark-painted-sci-fi-semi-realistic__20260918-123214.png	icons	2x2	4	False	icon_sheet_2x2_20260918_123214__p01 | icon_sheet_2x2_20260918_123214__p02 | icon_sheet_2x2_20260918_123214__p03 | icon_sheet_2x2_20260918_123214__p04	plus magnifier icon | minus magnifier icon | hexagon vertical bar | shield divider icon
raw/grimdark-painted-sci-fi-semi-realistic__20260918-133035.png	icons	2x2	4	False	icon_zoom_plus | icon_zoom_minus | icon_credits | icon_shield	zoom in icon | zoom out icon | hexagon info icon | shield icon
raw/icon_booster.png	icons	2x3	6	False	icon_booster_speed | icon_booster_damage | icon_booster_shield | icon_booster_repair | icon_booster_emp | icon_booster_teleport	twin engine booster | armored drill booster | ringed dome booster | claw arm booster | spiked cylinder booster | ring leg booster
raw/icon_cargo_data_core.png	icons	1x1	1	False	icon_cargo_data_core	square data core icon
raw/icon_contract.png	icons	2x3	6	False	icon_contract_haul | icon_contract_hunt | icon_contract_gather | icon_contract_escort | icon_contract_expedition	cargo crate cart | target chevron crosshair | claw holding fragment | bracket double chevron | circle arrow launch
raw/icon_ingot.png	icons	5x4	20	False	icon_ingot_iron | icon_ingot_copper | icon_ingot_chromium | icon_ingot_silicon | icon_ingot_aluminium | icon_ingot_titanium | icon_ingot_nickel | icon_ingot_cobalt | icon_ingot_tungsten | icon_ingot_silver | icon_ingot_gold | icon_ingot_platinum | icon_ingot_neodymium | icon_ingot_iridium | icon_ingot_osmium | icon_ingot_palladium | icon_ingot_cerulite | icon_ingot_emberite | icon_ingot_voidglass | icon_ingot_krilium	beveled rectangular ingot | round bar ingot | tapered pointed ingot | stepped rectangular ingot | notched rectangular ingot | slotted rectangular ingot | plain rectangular ingot | wavy shape ingot | corner cut ingot | grooved rectangular ingot | hole punched ingot | stepped grooved ingot | cross marked ingot | long thin ingot | rounded end ingot | cross hatched ingot | double grooved ingot | chipped end ingot | round end bar | curved wavy bar
raw/icon_insignia.png	icons	2x2	4	False	icon_insignia_concord | icon_insignia_meridian | icon_insignia_choir	three horizontal bars | missile crosshair | flame emblem | 
raw/icon_map.png	icons	3x3	9	False	icon_map_node_home | icon_map_node_neutral | icon_map_node_pvp | icon_map_node_danger | icon_map_node_asteroid | icon_map_node_station | icon_map_node_gate | icon_map_bookmark | icon_map_route	hexagon circle icon | hollow hexagon frame | hexagon diagonal slash | hexagon downward point | rocky asteroid cluster | glowing segment ring | split curved brackets | flag on pole | connected node path
raw/icon_mineral.png	icons	5x4	20	False	icon_mineral_iron | icon_mineral_copper | icon_mineral_chromium | icon_mineral_silicon | icon_mineral_aluminium | icon_mineral_titanium | icon_mineral_nickel | icon_mineral_cobalt | icon_mineral_tungsten | icon_mineral_silver | icon_mineral_gold | icon_mineral_platinum | icon_mineral_neodymium | icon_mineral_iridium | icon_mineral_osmium | icon_mineral_palladium | icon_mineral_cerulite | icon_mineral_emberite | icon_mineral_voidglass | icon_mineral_krilium	cubic mineral chunk | rough round rock | thin crystal shard | angular crystal wedge | serrated shard cluster | faceted polygon rock | flat layered slab | cracked ore block | hollowed cube rock | protruding crystal cluster | irregular rock lump | stacked mineral layers | ring cracked stone | spiky starburst shard | cracked round boulder | parallel vertical shards | shattered diagonal slab | split round stone | curved horn shard | jagged spike fragment
raw/icon_module__20260918-114107.png	icons	3x3	9	False	icon_module_w_railgun | icon_module_w_mining | icon_module_s_light | icon_module_s_heavy | icon_module_s_ion | icon_module_h_plate_light | icon_module_h_plate_heavy | icon_module_h_composite | icon_module_p_std	docking corridor connector | thruster nozzle module | curved arch segment | double ring arch | ribbed arch segment | diagonal braced block | triple port block | lattice truss panel | windowed wall panel
raw/icon_module__20260918-114156.png	icons	3x3	9	False	icon_module_p_mk2 | icon_module_p_core | icon_module_e_std | icon_module_e_ion | icon_module_e_vector | icon_module_b_afterburner | icon_module_b_fold | icon_module_c_target | icon_module_c_scanner	barred container module | octagonal frame module | cone thruster module | finned thruster module | gripper claw module | chevron arrow panel | arrow block module | four pane frame | radar dish module
raw/icon_module__20260918-114240.png	icons	3x3	9	False	icon_module_c_twin | icon_module_c_ewar | icon_module_c_nexus | icon_module_u_cargo | icon_module_u_salvage | icon_module_u_refine | icon_module_u_drones | icon_module_u_tractor | icon_module_u_holds	frame corners bracket | thruster square vent | square tunnel frame | angled hangar bay | gripper claw arm | funnel thruster nozzle | fighter launch bay | engine exhaust thruster | double missile rack
raw/icon_service.png	icons	2x2	4	False	icon_service_vault | icon_service_insurance | icon_service_bounty	hexagonal reactor icon | shield badge icon | circular gauge icon
raw/icon_slot.png	icons	4x2	8	False	icon_slot_engine | icon_slot_power | icon_slot_w | icon_slot_s | icon_slot_h | icon_slot_c | icon_slot_b | icon_slot_u	angled wide panel | three vertical bars | u shaped bracket | horseshoe arch | three stacked strips | square frame slot | chevron up badge | claw grip slot
raw/icon_status.png	icons	3x3	9	False	icon_status_burning | icon_status_slowed | icon_status_disabled | icon_status_shielded | icon_status_repairing | icon_status_locked | icon_status_cloaked | icon_status_radiated | icon_status_drained	fire damaged shield | broken chain link | cracked lightning hex | plain round shield | wrench heartbeat icon | radar target lock | broken hex outline | starburst ring icon | battery outline frame
raw/p2_contracts.png	icons	2x3	6	False	icon_sheet_2x3_20260918_112903__p01 | icon_sheet_2x3_20260918_112903__p02 | icon_sheet_2x3_20260918_112903__p03 | icon_sheet_2x3_20260918_112903__p04 | icon_sheet_2x3_20260918_112903__p05 | icon_sheet_2x3_20260918_112903__p06	cargo cart | target crosshair | hanging crate | download tray | upload arrow
raw/p2_faction_insignia.png	icons	2x2	4	False	icon_sheet_2x2_20260918_113028__p01 | icon_sheet_2x2_20260918_113028__p02 | icon_sheet_2x2_20260918_113028__p03 | icon_sheet_2x2_20260918_113028__p04	three slat insignia | split hex insignia | flame leaf insignia
raw/panel_cargo.png	icons	2x3	6	False	icon_cargo_ore | icon_cargo_crate | icon_cargo_container | icon_cargo_fuel_cell | icon_cargo_salvage | icon_cargo_data_core__20260917-183446	cracked asteroid rock | shipping crate container | armored cargo panel | fuel canister bottle | torn metal plate | square cargo module
raw/panel_equipment.png	icons	3x3	9	False	icon_equip_generator | icon_equip_shield_gen | icon_equip_engine | icon_equip_extra | icon_equip_module | icon_equip_drone | icon_equip_pet | icon_ammo_laser | icon_ammo_rocket	vented power module | ring reactor port | thruster nozzle | fuel canister | armored ammo crate | symmetrical fighter craft | spherical sensor pod | upright fuel tank | twin missile rack
raw/panel_glyphs.png	icons	3x3	9	False	icon_gear | icon_close | icon_zoom_plus__20260917-183722 | icon_zoom_minus__20260917-183722 | icon_credits__20260917-183722 | icon_shield__20260917-183722 | icon_hull | icon_ammo | icon_logout	gear settings icon | close cross icon | zoom in icon | zoom out icon | hex split icon | shield split icon | cracked shield icon | three vertical bars | logout arrow icon
raw/panel_weapons.png	icons	2x3	6	False	icon_weapon_laser | icon_weapon_cannon | icon_weapon_rocket | icon_weapon_mine | icon_weapon_plasma	barreled energy cannon | handheld blaster pistol | long rocket missile | spiked naval mine | ringed turret weapon | angular heavy weapon
raw/livery_maw.png	ships	1x1	1	False	ship_boss_maw_mmo	spiked organic battleship
raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112624.png	ships	2x2	4	False	ship_sheet_2x2_20260918_112624__p01 | ship_sheet_2x2_20260918_112624__p02 | ship_sheet_2x2_20260918_112624__p03 | ship_sheet_2x2_20260918_112624__p04	ship rear view | ship angled rear view | ship side view | ship forward view
raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112721.png	ships	2x2	4	False	ship_sheet_2x2_20260918_112721__p01 | ship_sheet_2x2_20260918_112721__p02 | ship_sheet_2x2_20260918_112721__p03 | ship_sheet_2x2_20260918_112721__p04	ship rear view | ship angled view | ship side view | ship bottom view
raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112813.png	ships	2x2	4	False	ship_sheet_2x2_20260918_112813__p01 | ship_sheet_2x2_20260918_112813__p02 | ship_sheet_2x2_20260918_112813__p03 | ship_sheet_2x2_20260918_112813__p04	rear view enemy ship | angled side enemy ship | side view enemy ship | front view enemy ship
raw/ship_bomber.png	ships	2x2	4	False	ship_bomber_front | ship_bomber_three_quarter | ship_bomber_side | ship_bomber_back	bomber top view | bomber angled view | bomber side view | bomber bottom view
raw/ship_boss_boneyard.png	ships	1x1	1	False	ship_boss_boneyard	derelict battleship
raw/ship_boss_leviathan.png	ships	1x1	1	False	ship_boss_leviathan	rusted leviathan boss ship
raw/ship_boss_maw.png	ships	1x1	1	False	ship_boss_maw	spiked boss spaceship
raw/ship_boss_pyre.png	ships	1x1	1	False	ship_boss_pyre	pyre boss spaceship
raw/ship_boss_spire.png	ships	1x1	1	False	ship_boss_spire	spiked boss battleship
raw/ship_boss_thorn.png	ships	1x1	1	False	ship_boss_thorn	spiked armored battleship
raw/ship_corvette.png	ships	2x2	4	False	ship_corvette_front | ship_corvette_three_quarter | ship_corvette_side | ship_corvette_back	corvette top view | corvette angled view | corvette side view | corvette bottom view
